year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,Version,sourcecode
1960,750,IND,4442706,5919215,1366878,0,0,11728799,0,0,0,20851,20851,0,0,0,0,0,0,46939000,46939000,0,0,3206000,3206000,155000,341835376,7845000,0,570469,0,2027000,0,46823,15575369,1768620,984701,431718307,432703008,0.0103,0.0137,0.0032,0,0,0.0271,0,0,0,0,0,0,0,0,0,0,0,0.1085,0.1085,0,0,0.0074,0.0074,0.0004,0.79,0.0181,0,0.0013,0,0.0047,0,0.0001,0.036,0.0041,0.0023,0.9977,1,0,134,10,28,Low,1.1,12
1965,750,IND,5445038,6376931,1593493,0,0,13415462,0,0,0,14920,14920,0,0,0,0,0,0,53966860,53966860,0,0,3495246,3495246,122448,378198687,8583172,0,651476,0,2306442,0,53376,17415389,2235519,2070987,480458997,482529984,0.0113,0.0132,0.0033,0,0,0.0278,0,0,0,0,0,0,0,0,0,0,0,0.1118,0.1118,0,0,0.0072,0.0072,0.0003,0.7838,0.0178,0,0.0014,0,0.0048,0,0.0001,0.0361,0.0046,0.0043,0.9957,1,0,134,8,28,Low,1.1,20
1970,750,IND,7047369,8434647,1820108,0,3325360,20627484,0,0,0,8990,8990,0,0,0,0,0,0,62994720,62994720,0,0,3784493,3784493,89896,431738720,10321344,0,732483,0,2585885,0,59930,19255410,2702417,9204,554901772,554910976,0.0127,0.0152,0.0033,0,0.006,0.0372,0,0,0,0,0,0,0,0,0,0,0,0.1135,0.1135,0,0,0.0068,0.0068,0.0002,0.778,0.0186,0,0.0013,0,0.0047,0,0.0001,0.0347,0.0049,0,1,1,0,1,4,7,Medium,1.1,7
1975,750,IND,9021219,10133193,1713054,0,6809925,27677391,0,0,0,10245,10245,0,0,0,0,0,0,71768312,71768312,0,0,4705311,4705311,102448,458088480,12104552,0,896241,0,2892942,0,64965,20043805,3434208,959100,601788900,602748000,0.015,0.0168,0.0028,0,0.0113,0.0459,0,0,0,0,0,0,0,0,0,0,0,0.1191,0.1191,0,0,0.0078,0.0078,0.0002,0.76,0.0201,0,0.0015,0,0.0048,0,0.0001,0.0333,0.0057,0.0016,0.9984,1.0001,0,3,99,35,Low,1.1,99
1980,750,IND,10995070,11831740,1606000,0,10294490,34727300,0,0,0,11500,11500,0,0,0,0,0,130000,80411904,80541904,0,0,5626130,5626130,115000,507774904,13887760,0,1060000,0,3200000,0,70000,20832200,4166000,1375334,672012698,673388032,0.0163,0.0176,0.0024,0,0.0153,0.0516,0,0,0,0,0,0,0,0,0,0,0.0002,0.1194,0.1196,0,0,0.0084,0.0084,0.0002,0.7541,0.0206,0,0.0016,0,0.0048,0,0.0001,0.0309,0.0062,0.002,0.998,1.0001,0,24,4,8,Medium,1.1,7
1985,750,IND,12297535,12440870,2110750,0,10696393,37545548,0,0,0,10250,10250,0,0,0,0,0,0,86000000,86000000,0,0,5400000,5400000,142500,569292341,14500000,0,1230000,0,3500000,0,90000,25316100,7083000,801237,750109739,750910976,0.0164,0.0166,0.0028,0,0.0142,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1145,0.1145,0,0,0.0072,0.0072,0.0002,0.7581,0.0193,0,0.0016,0,0.0047,0,0.0001,0.0337,0.0094,0.0011,0.9989,0.9999,0,134,2,10,Medium,1.1,13
1990,750,IND,13600000,13050000,2615500,0,12469351,41734851,0,0,0,9000,9000,0,0,0,0,0,0,101000000,101000000,0,0,5950000,5950000,170000,622022768,18450000,0,1400000,0,3800000,0,110000,29800000,10000000,250405,834446619,834697024,0.0163,0.0156,0.0031,0,0.0149,0.05,0,0,0,0,0,0,0,0,0,0,0,0.121,0.121,0,0,0.0071,0.0071,0.0002,0.7452,0.0221,0,0.0017,0,0.0046,0,0.0001,0.0357,0.012,0.0003,0.9997,1,0,24,4,8,Medium,1.1,7
1995,750,IND,14199733,14583613,3345210,0,13669993,45798549,0,0,0,9061,9061,0,0,0,0,0,0,109916520,109916520,0,0,9159710,9159710,120478,679818545,18319420,0,1485588,0,4003348,0,121395,34565044,11685100,968250,915002758,915971008,0.0155,0.0159,0.0037,0,0.0149,0.05,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0.01,0.01,0.0001,0.7422,0.02,0,0.0016,0,0.0044,0,0.0001,0.0377,0.0128,0.0011,0.9989,1,0,134,5,20,Medium,1.1,1
2000,750,IND,7481998,7684269,1762628,0,7151119,24080014,0,0,0,5000,5000,117164603,20676106,0,0,0,0,0,137840709,0,0,7955207,7955207,72000,827578868,19215730,0,1450000,0,4225000,0,130000,2500000,3200000,409488,1028252528,1028662016,0.0073,0.0075,0.0017,0,0.007,0.0234,0,0,0,0,0,0.1139,0.0201,0,0,0,0,0,0.134,0,0,0.0077,0.0077,0.0001,0.8045,0.0187,0,0.0014,0,0.0041,0,0.0001,0.0024,0.0031,0.0004,0.9996,0.9999,0,24,4,7,High,1.1,313
2005,750,IND,8086930,8305554,1905140,0,7729298,26026922,0,0,0,5000,5000,126637551,22347803,0,0,0,0,0,148985354,0,0,8598398,8598398,77821,894489961,20769352,0,1567234,0,4566598,0,140510,2702129,3458725,3930012,1111388004,1115318016,0.0073,0.0074,0.0017,0,0.0069,0.0233,0,0,0,0,0,0.1135,0.02,0,0,0,0,0,0.1336,0,0,0.0077,0.0077,0.0001,0.802,0.0186,0,0.0014,0,0.0041,0,0.0001,0.0024,0.0031,0.0035,0.9965,0.9999,0,34,8,28,Low,1.1,99
2010,750,IND,8691861,8926840,2047651,0,8307478,27973830,0,0,0,5000,5000,136110500,24019500,0,0,0,0,0,160130000,0,0,9241589,9241589,83642,961401054,22322975,0,1684469,0,4908196,0,151021,2904258,3717450,476516,1194523484,1195000000,0.0073,0.0075,0.0017,0,0.007,0.0234,0,0,0,0,0,0.1139,0.0201,0,0,0,0,0,0.134,0,0,0.0077,0.0077,0.0001,0.8045,0.0187,0,0.0014,0,0.0041,0,0.0001,0.0024,0.0031,0.0004,0.9996,0.9999,0,24,4,8,Medium,1.1,313
1975,760,BHU,200,112,0,0,687,999,0,0,0,0,0,0,0,0,0,0,0,34770,34770,0,0,842070,842070,0,278160,0,0,225,0,0,0,0,2281,0,495,1158505,1159000,0.0002,0.0001,0,0,0.0006,0.0009,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.7265,0.7265,0,0.24,0,0,0.0002,0,0,0,0,0.002,0,0.0004,0.9996,1,0,234,9,28,Low,1.1,2
1980,760,BHU,800,320,0,0,410,1530,0,0,0,0,0,0,0,0,0,0,0,34950,34950,0,0,850450,850450,0,267950,0,0,300,0,0,0,0,9200,20,600,1164400,1165000,0.0007,0.0003,0,0,0.0004,0.0013,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.73,0.73,0,0.23,0,0,0.0003,0,0,0,0,0.0079,0,0.0005,0.9995,1,0,134,4,10,Medium,1.1,7
1985,760,BHU,1850,910,0,0,5605,8365,0,0,0,0,0,0,0,0,0,0,0,43530,43530,0,0,1049230,1049230,0,304710,0,0,400,0,0,0,0,37100,40,7625,1443375,1451000,0.0013,0.0006,0,0,0.0039,0.0058,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.7231,0.7231,0,0.21,0,0,0.0003,0,0,0,0,0.0256,0,0.0053,0.9947,1.0001,0,34,2,10,Medium,1.1,13
1990,760,BHU,2900,1500,0,0,10800,15200,0,0,0,0,0,0,0,0,0,0,0,17000,17000,0,0,1213370,1213370,0,329000,0,0,500,0,0,0,0,65000,60,4870,1640130,1645000,0.0018,0.0009,0,0,0.0066,0.0092,0,0,0,0,0,0,0,0,0,0,0,0.0103,0.0103,0,0,0.7376,0.7376,0,0.2,0,0,0.0003,0,0,0,0,0.0395,0,0.003,0.997,0.9999,0,24,4,8,Medium,1.1,7
1995,760,BHU,4498,2608,0,0,9308,16414,0,0,0,0,0,0,0,0,0,0,0,10889,10889,0,0,1378300,1378300,0,283200,0,0,358,0,0,0,0,68395,100,12344,1757656,1770000,0.0025,0.0015,0,0,0.0053,0.0093,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0062,0,0,0.7787,0.7787,0,0.16,0,0,0.0002,0,0,0,0,0.0386,0.0001,0.007,0.993,1.0001,0,134,5,20,Medium,1.1,1
2000,760,BHU,6100,3500,0,0,8000,17600,0,0,0,0,0,0,0,0,0,0,0,21240,21240,1588422,176491,0,1764913,0,250000,0,0,0,0,0,0,0,70000,200,47,2123953,2124000,0.0029,0.0016,0,0,0.0038,0.0083,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.7478,0.0831,0,0.8309,0,0.1177,0,0,0,0,0,0,0,0.033,0.0001,0,1,1,0,24,8,35,Low,1.1,83
2005,760,BHU,5000,2200,0,0,2330,9530,0,0,0,0,0,0,0,0,0,0,0,6720,6720,492559,58617,0,551176,0,81509,0,0,0,0,0,0,0,21179,1770,116,671884,672000,0.0074,0.0033,0,0,0.0035,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.733,0.0872,0,0.8202,0,0.1213,0,0,0,0,0,0,0,0.0315,0.0026,0.0002,0.9998,1,0,24,8,35,Low,1.1,83
2010,760,BHU,3334,2146,0,0,2974,8454,0,0,0,0,0,0,0,0,0,0,0,6947,6947,525366,58374,0,583740,0,72169,0,0,0,0,0,0,0,22483,196,765,693989,694754,0.0048,0.0031,0,0,0.0043,0.0122,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.7562,0.084,0,0.8402,0,0.1039,0,0,0,0,0,0,0,0.0324,0.0003,0.0011,0.9989,1.0001,0,24,8,35,Low,1.1,83
1950,770,PAK,496969,278333,0,0,160925,936227,0,0,0,198,198,0,0,0,0,0,0,67158000,67158000,0,0,198000,198000,10148,5969600,99245,0,7984,0,0,0,1194,138793,3783,96828,74523172,74620000,0.0067,0.0037,0,0,0.0022,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0.0027,0.0027,0.0001,0.08,0.0013,0,0.0001,0,0,0,0,0.0019,0.0001,0.0013,0.9987,1,0,24,4,8,Medium,1.1,7
1955,770,PAK,693571,393791,0,0,0,1087362,0,0,0,284,284,0,0,0,0,0,0,76809460,76809460,0,0,258500,258500,10430,5908420,75518,0,14162,0,0,0,1436,123049,9328,108051,84297949,84406000,0.0082,0.0047,0,0,0,0.0129,0,0,0,0,0,0,0,0,0,0,0,0.91,0.91,0,0,0.0031,0.0031,0.0001,0.07,0.0009,0,0.0002,0,0,0,0,0.0015,0.0001,0.0013,0.9987,1.0001,0,134,5,10,Medium,1.1,15
1960,770,PAK,850174,500248,0,0,0,1350422,0,0,0,370,370,0,0,0,0,0,0,90308040,90308040,0,0,310000,310000,10712,6551590,51792,0,20340,0,0,0,1679,107306,14874,9875,98727125,98737000,0.0086,0.0051,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0.9146,0.9146,0,0,0.0031,0.0031,0.0001,0.0664,0.0005,0,0.0002,0,0,0,0,0.0011,0.0002,0.0001,0.9999,1,0,134,6,28,Low,1.1,18
1965,770,PAK,1086776,624706,0,0,0,1711482,0,0,0,456,456,0,0,0,0,0,0,105146730,105146730,0,0,161669,161669,10994,5653050,28065,0,26518,0,0,0,1921,91562,20419,208134,112852866,113061000,0.0096,0.0055,0,0,0,0.0151,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,0,0,0.0014,0.0014,0.0001,0.05,0.0002,0,0.0002,0,0,0,0,0.0008,0.0002,0.0018,0.9982,0.9998,0,3,99,35,Low,1.1,99
1970,770,PAK,1283378,740163,0,0,483095,2506636,0,0,0,542,542,0,0,0,0,0,0,124130072,124130072,0,0,4338,4338,11276,1929245,4338,0,32696,0,0,0,2163,75818,25964,912,128723088,128724000,0.01,0.0058,0,0,0.0038,0.0195,0,0,0,0,0,0,0,0,0,0,0,0.9643,0.9643,0,0,0,0,0.0001,0.015,0,0,0.0003,0,0,0,0,0.0006,0.0002,0,1,1,0,1,4,7,Medium,1.1,7
1975,770,PAK,1044439,610081,0,0,491797,2146317,0,0,0,446,446,0,0,0,0,0,0,67121350,67121350,0,0,3369,3369,8238,1503822,3254,0,28848,0,0,0,1481,50409,20982,144484,70888516,71033000,0.0147,0.0086,0,0,0.0069,0.0302,0,0,0,0,0,0,0,0,0,0,0,0.9449,0.9449,0,0,0,0,0.0001,0.0212,0,0,0.0004,0,0,0,0,0.0007,0.0003,0.002,0.998,0.9998,0,3,99,35,Low,1.1,99
1980,770,PAK,805500,480000,0,0,500500,1786000,0,0,0,350,350,0,0,0,0,0,0,79277760,79277760,0,0,2400,2400,5200,1078400,2169,0,25000,0,0,0,800,25000,16000,361921,82219079,82581000,0.0098,0.0058,0,0,0.0061,0.0216,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,0.0001,0.0131,0,0,0.0003,0,0,0,0,0.0003,0.0002,0.0044,0.9956,1,0,134,4,10,Medium,1.1,7
1985,770,PAK,1058100,670000,0,0,1082900,2811000,0,0,0,525,525,0,0,0,0,0,0,92013120,92013120,0,0,38700,38700,12100,1209200,1085,0,40000,0,0,0,1250,80000,53000,212020,96259980,96472000,0.011,0.0069,0,0,0.0112,0.0291,0,0,0,0,0,0,0,0,0,0,0,0.9538,0.9538,0,0,0.0004,0.0004,0.0001,0.0125,0,0,0.0004,0,0,0,0,0.0008,0.0005,0.0022,0.9978,0.9998,0,34,2,10,Medium,1.1,13
1990,770,PAK,1310700,860000,0,0,1665300,3836000,0,0,0,700,700,0,0,0,0,0,0,106633800,106633800,0,0,75000,75000,19000,1420000,1500,0,55000,0,0,0,1700,135000,90000,136300,112267700,112404000,0.0117,0.0077,0,0,0.0148,0.0341,0,0,0,0,0,0,0,0,0,0,0,0.9487,0.9487,0,0,0.0007,0.0007,0.0002,0.0126,0,0,0.0005,0,0,0,0,0.0012,0.0008,0.0012,0.9988,1,0,24,4,8,Medium,1.1,7
1995,770,PAK,1489852,914613,0,0,986613,3391078,0,0,0,781,781,105422784,18604020,0,0,0,0,0,124026804,0,0,85697,85697,13412,1742788,20858,0,66855,0,0,0,1937,155130,111349,254311,129616689,129871000,0.0115,0.007,0,0,0.0076,0.0261,0,0,0,0,0,0.8117,0.1432,0,0,0,0,0,0.955,0,0,0.0007,0.0007,0.0001,0.0134,0.0002,0,0.0005,0,0,0,0,0.0012,0.0009,0.002,0.998,1.0001,0,34,5,24,Medium,1.1,1
2000,770,PAK,1168749,717489,0,0,773972,2660210,0,0,0,0,0,127025081,22416190,0,0,0,0,300000,149741271,0,0,90000,90000,5000,3442626,40000,0,68000,0,0,0,2000,170000,152000,111901,156371107,156483008,0.0075,0.0046,0,0,0.0049,0.017,0,0,0,0,0,0.8117,0.1432,0,0,0,0,0.0019,0.9569,0,0,0.0006,0.0006,0,0.022,0.0003,0,0.0004,0,0,0,0,0.0011,0.001,0.0007,0.9993,1,0,24,8,24,Medium,1.1,83
2005,770,PAK,1149905,705921,0,0,761493,2617319,0,0,0,0,0,124977030,22054770,0,0,0,0,295163,147326963,0,0,88548,88548,4919,3387120,39355,0,66903,0,0,0,1967,167259,149549,110098,153849902,153960000,0.0075,0.0046,0,0,0.0049,0.017,0,0,0,0,0,0.8118,0.1433,0,0,0,0,0.0019,0.9569,0,0,0.0006,0.0006,0,0.022,0.0003,0,0.0004,0,0,0,0,0.0011,0.001,0.0007,0.9993,1,0,24,8,24,Medium,1.1,83
2010,770,PAK,1258103,772343,0,0,833144,2863590,0,0,0,0,0,136736508,24129972,0,0,0,0,322935,161189415,0,0,96880,96880,5382,3705824,43058,0,73198,0,0,0,2152,182996,163620,120461,168326115,168446576,0.0075,0.0046,0,0,0.0049,0.017,0,0,0,0,0,0.8117,0.1432,0,0,0,0,0.0019,0.9569,0,0,0.0006,0.0006,0,0.022,0.0003,0,0.0004,0,0,0,0,0.0011,0.001,0.0007,0.9993,1,0,24,8,24,Medium,1.1,83
1975,771,BNG,39480,23688,0,0,15792,78960,0,0,0,0,0,67432694,0,0,0,0,0,0,67432694,0,0,394805,394805,177,10659735,0,0,0,0,0,0,0,0,157000,237629,78723371,78961000,0.0005,0.0003,0,0,0.0002,0.001,0,0,0,0,0,0.854,0,0,0,0,0,0,0.854,0,0,0.005,0.005,0,0.135,0,0,0,0,0,0,0,0,0.002,0.003,0.997,1,0,24,4,8,High,1.1,314
1980,771,BNG,44339,26603,0,0,17735,88677,0,0,0,0,0,76706470,443390,0,0,0,0,0,77149860,0,0,530000,530000,200,10730038,0,0,0,0,0,0,0,0,176320,2905,88675095,88678000,0.0005,0.0003,0,0,0.0002,0.001,0,0,0,0,0,0.865,0.005,0,0,0,0,0,0.87,0,0,0.006,0.006,0,0.121,0,0,0,0,0,0,0,0,0.002,0,1,1,0,24,4,8,High,1.1,314
1985,771,BNG,49610,29766,0,0,19844,99220,0,0,0,0,0,86704717,331460,0,0,0,0,0,87036177,0,0,593015,593015,223,11127681,0,0,0,0,0,0,2150,152000,197284,226250,99207750,99434000,0.0005,0.0003,0,0,0.0002,0.001,0,0,0,0,0,0.872,0.0033,0,0,0,0,0,0.8753,0,0,0.006,0.006,0,0.1119,0,0,0,0,0,0,0,0.0015,0.002,0.0023,0.9977,1,0,34,99,10,Medium,1.1,99
1990,771,BNG,54882,32929,0,0,21953,109764,0,0,0,0,0,96702965,219530,0,0,0,0,0,96922495,0,0,656030,656030,247,11525325,0,0,0,0,0,0,2300,150000,218248,180591,109584409,109765000,0.0005,0.0003,0,0,0.0002,0.001,0,0,0,0,0,0.881,0.002,0,0,0,0,0,0.883,0,0,0.006,0.006,0,0.105,0,0,0,0,0,0,0,0.0014,0.002,0.0016,0.9984,1,0,24,4,8,High,1.1,314
